Category,Grade,Question,,,
Careers,7,Have you ever received an allowance or money as a gift?,,,
Careers,7,Do you have a piggy bank or another method to save money?,,,
Careers,7,Why might it be a good idea to have a savings account?,,,
Careers,7,Which of the following best describes your approach to spending money?,,,
Careers,7,"If you were given a small amount of money, what would you do with it? ",,,
Careers,7,What's one advantage of having a checking account?,,,
Careers,7,"How do you feel about the idea of an overdraft"" on your account?""",,,
Careers,8,"How important do you think it is to learn about managing money, even if you don't have a bank account yet?",,,
Careers,8,How often do you discuss financial topics or money management with your parents or guardians? ,,,
Careers,8,How comfortable do you feel making decisions about spending and saving your money? ,,,
Careers,8,Have you ever received an allowance or money as a gift?,,,
Careers,8,Do you have a piggy bank or another method to save money?,,,
Careers,8,Why might it be a good idea to have a savings account?,,,
Careers,8,Which of the following best describes your approach to spending money?,,,
Careers,8,"If you were given a small amount of money, what would you do with it? ",,,
Careers,8,What's one advantage of having a checking account?,,,
Careers,8,"How do you feel about the idea of an overdraft"" on your account?""",,,
Exit,12,What is your personal email address?,,,
Exit,12,What is your cell phone number or another good phone number to contact you?,,,
Exit,12,Please provide an alternate phone number in case yours becomes disconnected.,,,
Exit,12,What is your first-choice path after high school?,,,
Exit,12,Which two career clusters most closely relate to your future goals?,,,
Exit,12,Please list all colleges to which you have applied.,,,
Exit,12,"If you are attending college, what is your planned major/area of study?",,,
Exit,12,Please list all scholarships to which you have applied.,,,
Exit,12,"If you plan to work FULL-TIME after graduation, where will you be working?",,,
Exit,12,Are you already employed at the company you plan to work full-time for after graduation?,,,
Exit,12,"If you plan to join a union after graduation, which one do you plan to join?",,,
Exit,12,"If you plan to join a union, have you started the application process yet?",,,
Careers,5,Which program at VTC was your favorite?,,,
Careers,5,What was something you learned at VTC?,,,
Careers,5,Do you think you would want to attend VTC in High School?,,,
